Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
AUDITOR 4YR WEST HAN (D,Write In  ,West Hanover Twp--4th Precinct,1,0,0,0,1,3,0,0,0,3
AUDITOR 4YR WEST HAN (R,Write In  ,West Hanover Twp--1st Precinct,0,0,0,0,0,7,0,0,0,7
AUDITOR 4YR WEST HAN (R,Write In  ,West Hanover Twp--2nd Precinct,1,0,0,0,1,7,0,0,0,7
AUDITOR 4YR WEST HAN (R,Write In  ,West Hanover Twp--3rd Precinct,4,0,0,0,4,7,0,0,0,7
AUDITOR 4YR WEST HAN (R,Write In  ,West Hanover Twp--4th Precinct,2,0,0,0,2,7,0,0,0,7
AUDITOR 6YR BERRYSBURG (D,Write In  ,Berrysburg Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR BERRYSBURG (R,Write In  ,Berrysburg Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR CONEWAGO (D,Write In  ,Conewago Twp--1st Precinct,0,0,0,0,0,1,0,0,0,1
AUDITOR 6YR CONEWAGO (D,Write In  ,Conewago Twp--2nd Precinct,1,0,0,0,1,1,0,0,0,1
AUDITOR 6YR CONEWAGO (R,Write In  ,Conewago Twp--1st Precinct,1,0,0,0,1,2,0,0,0,2
AUDITOR 6YR CONEWAGO (R,Write In  ,Conewago Twp--2nd Precinct,1,0,0,0,1,2,0,0,0,2
AUDITOR 6YR GRATZ (D,Write In  ,Gratz Borough,1,0,0,0,1,1,0,0,0,1
AUDITOR 6YR GRATZ (R,Write In  ,Gratz Borough,4,0,0,0,4,4,0,0,0,4
AUDITOR 6YR JACKSON (D,Susan  BUFFINGTON,Jackson Township,62,0,0,0,62,62,0,0,0,62
AUDITOR 6YR JACKSON (D,Write In  ,Jackson Township,2,0,0,0,2,2,0,0,0,2
AUDITOR 6YR JACKSON (R,Danielle M. ZEARING,Jackson Township,171,0,0,0,171,171,0,0,0,171
AUDITOR 6YR JACKSON (R,Write In  ,Jackson Township,1,0,0,0,1,1,0,0,0,1
AUDITOR 6YR PAXTANG (D,Write In  ,Paxtang Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR PAXTANG (R,Write In  ,Paxtang Borough,3,0,0,0,3,3,0,0,0,3
AUDITOR 6YR REED (D,Write In  ,Reed Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR REED (R,Robert T. SWOPE,Reed Township,22,0,0,0,22,22,0,0,0,22
AUDITOR 6YR REED (R,Write In  ,Reed Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR ROYALTON (D,Write In  ,Royalton Borough--1st Ward,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR ROYALTON (D,Write In  ,Royalton Borough--2nd Ward,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR ROYALTON (R,Write In  ,Royalton Borough--1st Ward,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR ROYALTON (R,Write In  ,Royalton Borough--2nd Ward,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR RUSH (D,"Peter E. BOHR, SR.",Rush Township,2,0,0,0,2,2,0,0,0,2
AUDITOR 6YR RUSH (D,Write In  ,Rush Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR RUSH (R,Write In  ,Rush Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (D,Write In  ,South Hanover Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (D,Write In  ,South Hanover Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (D,Write In  ,South Hanover Twp--3rd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (R,Larry E. WATKINS,South Hanover Twp--1st Precinct,143,3,0,0,146,406,5,0,0,411
AUDITOR 6YR SOUTH HAN (R,Larry E. WATKINS,South Hanover Twp--2nd Precinct,162,2,0,0,164,406,5,0,0,411
AUDITOR 6YR SOUTH HAN (R,Larry E. WATKINS,South Hanover Twp--3rd Precinct,101,0,0,0,101,406,5,0,0,411
AUDITOR 6YR SOUTH HAN (R,Write In  ,South Hanover Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (R,Write In  ,South Hanover Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR SOUTH HAN (R,Write In  ,South Hanover Twp--3rd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR WASH (D,Write In  ,Washington Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR WASH (R,Monica L. KOONTZ,Washington Township,195,1,0,0,196,195,1,0,0,196
AUDITOR 6YR WASH (R,Write In  ,Washington Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR WEST HAN (D,Write In  ,West Hanover Twp--1st Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR WEST HAN (D,Write In  ,West Hanover Twp--2nd Precinct,2,0,0,0,2,4,0,0,0,4
AUDITOR 6YR WEST HAN (D,Write In  ,West Hanover Twp--3rd Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR WEST HAN (D,Write In  ,West Hanover Twp--4th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR WEST HAN (R,Write In  ,West Hanover Twp--1st Precinct,0,0,0,0,0,9,0,0,0,9
AUDITOR 6YR WEST HAN (R,Write In  ,West Hanover Twp--2nd Precinct,2,0,0,0,2,9,0,0,0,9
AUDITOR 6YR WEST HAN (R,Write In  ,West Hanover Twp--3rd Precinct,6,0,0,0,6,9,0,0,0,9
AUDITOR 6YR WEST HAN (R,Write In  ,West Hanover Twp--4th Precinct,1,0,0,0,1,9,0,0,0,9
AUDITOR DERRY (D,Write In  ,Derry Township--1st Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--2nd Precinct,2,0,0,0,2,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--3rd Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--4th Precinct,1,0,0,0,1,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--5th Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--6th Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--7th Precinct,1,0,0,0,1,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--8th Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--9th Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--10th Precinct,1,0,0,0,1,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--11th Precinct,2,0,0,0,2,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--12th Precinct,1,0,0,0,1,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--13th Precinct,2,0,0,0,2,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--14th Precinct,0,0,0,0,0,12,0,0,0,12
AUDITOR DERRY (D,Write In  ,Derry Township--15th Precinct,2,0,0,0,2,12,0,0,0,12
AUDITOR DERRY (R,Write In  ,Derry Township--1st Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--2nd Precinct,1,0,0,0,1,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--3rd Precinct,1,0,0,0,1,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--4th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--5th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--6th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--7th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--8th Precinct,2,0,0,0,2,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--9th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--10th Precinct,1,0,0,0,1,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--11th Precinct,3,0,0,0,3,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--12th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--13th Precinct,1,0,0,0,1,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--14th Precinct,0,0,0,0,0,14,0,0,0,14
AUDITOR DERRY (R,Write In  ,Derry Township--15th Precinct,5,0,0,0,5,14,0,0,0,14
AUDITOR EAST HAN (D,Write In  ,East Hanover Township--1st Precinct,2,0,0,0,2,6,0,0,0,6
AUDITOR EAST HAN (D,Write In  ,East Hanover Township--2nd Precinct,4,0,0,0,4,6,0,0,0,6
AUDITOR EAST HAN (R,Rosemarie C. DEVERS,East Hanover Township--1st Precinct,185,2,0,0,187,379,3,0,0,382
AUDITOR EAST HAN (R,Rosemarie C. DEVERS,East Hanover Township--2nd Precinct,194,1,0,0,195,379,3,0,0,382
AUDITOR EAST HAN (R,Write In  ,East Hanover Township--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR EAST HAN (R,Write In  ,East Hanover Township--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR HALIFAX BORO (D,Write In  ,Halifax Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR HALIFAX BORO (R,Connie J. ENDERS,Halifax Borough,46,0,0,0,46,46,0,0,0,46
AUDITOR HALIFAX BORO (R,Write In  ,Halifax Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR HALIFAX TWP (D,Write In  ,Halifax Twp--1st Precinct,1,0,0,0,1,1,0,0,0,1
AUDITOR HALIFAX TWP (D,Write In  ,Halifax Twp--2nd Precinct,0,0,0,0,0,1,0,0,0,1
AUDITOR HALIFAX TWP (R,Write In  ,Halifax Twp--1st Precinct,2,0,0,0,2,9,0,0,0,9
AUDITOR HALIFAX TWP (R,Write In  ,Halifax Twp--2nd Precinct,7,0,0,0,7,9,0,0,0,9
AUDITOR JEFFERSON (D,Pam  CRUM,Jefferson Township,19,0,0,0,19,19,0,0,0,19
AUDITOR JEFFERSON (D,Write In  ,Jefferson Township,0,0,0,0,0,0,0,0,0,0
AUDITOR JEFFERSON (R,Write In  ,Jefferson Township,2,0,0,0,2,2,0,0,0,2
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--1st Precinct,3,0,0,0,3,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--2nd Precinct,3,0,0,0,3,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--3rd precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--4th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--5th Precinct,2,0,0,0,2,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--6th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--9th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--10th Precinct,6,0,0,0,6,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--11th Precinct,5,0,0,0,5,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--12th Precinct,2,0,0,0,2,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--13th Precinct,7,0,0,0,7,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--14th Precinct,9,0,0,0,9,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--15th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--16th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--17th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--18th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--19th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--20th Precinct,2,0,0,0,2,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--21st Precinct,2,0,0,0,2,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--23rd Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--24th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,49,0,0,0,49
AUDITOR LOW PAXTON (D,Write In  ,Lower Paxton Twp--27th Precinct,1,0,0,0,1,49,0,0,0,49
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--1st Precinct,85,0,0,0,85,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--2nd Precinct,75,3,0,0,78,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--3rd precinct,169,2,0,0,171,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--4th Precinct,102,3,0,0,105,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--5th Precinct,85,5,0,0,90,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--6th Precinct,70,6,0,0,76,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--7th Precinct,141,1,0,0,142,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--8th Precinct,59,1,0,0,60,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--9th Precinct,76,0,0,0,76,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--10th Precinct,25,0,0,0,25,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--11th Precinct,71,0,0,0,71,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--12th Precinct,113,2,0,0,115,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--13th Precinct,102,0,0,0,102,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--14th Precinct,48,0,0,0,48,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--15th Precinct,103,0,0,0,103,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--16th Precinct,147,6,0,0,153,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--17th Precinct,74,3,0,0,77,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--18th Precinct,68,0,0,0,68,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--19th Precinct,124,2,0,0,126,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--20th Precinct,89,1,0,0,90,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--21st Precinct,122,0,0,0,122,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--22nd Precinct,131,0,0,0,131,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--23rd Precinct,90,0,0,0,90,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--24th Precinct,96,0,0,0,96,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--25th Precinct,56,0,0,0,56,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--26th Precinct,106,1,0,0,107,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Jason  SKRINAK,Lower Paxton Twp--27th Precinct,100,2,0,0,102,2527,38,0,0,2565
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--1st Precinct,1,0,0,0,1,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--2nd Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--3rd precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--4th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--5th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--6th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--9th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--10th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--11th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--12th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--13th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--14th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--15th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--16th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--17th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--18th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--19th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--20th Precinct,2,0,0,0,2,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--21st Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--23rd Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--24th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,3,0,0,0,3
AUDITOR LOW PAXTON (R,Write In  ,Lower Paxton Twp--27th Precinct,0,0,0,0,0,3,0,0,0,3
