Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
DEM COM MAN LP 11,Write In  ,Lower Paxton Twp--11th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 12,Write In  ,Lower Paxton Twp--12th Precinct,3,0,0,0,3,3,0,0,0,3
DEM COM MAN LP 13,Write In  ,Lower Paxton Twp--13th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 14,Write In  ,Lower Paxton Twp--14th Precinct,5,0,0,0,5,5,0,0,0,5
DEM COM MAN LP 15,Write In  ,Lower Paxton Twp--15th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 16,Michael A. KIRCHNER,Lower Paxton Twp--16th Precinct,153,3,0,0,156,153,3,0,0,156
DEM COM MAN LP 16,Write In  ,Lower Paxton Twp--16th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 17,Write In  ,Lower Paxton Twp--17th Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN LP 18,Henry C. ADAMS,Lower Paxton Twp--18th Precinct,79,3,0,0,82,79,3,0,0,82
DEM COM MAN LP 18,Write In  ,Lower Paxton Twp--18th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 19,Write In  ,Lower Paxton Twp--19th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 2,Write In  ,Lower Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 20,Write In  ,Lower Paxton Twp--20th Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN LP 21,Write In  ,Lower Paxton Twp--21st Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN LP 22,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 23,Write In  ,Lower Paxton Twp--23rd Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LP 24,Write In  ,Lower Paxton Twp--24th Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN LP 25,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 26,Jeffery  GINGERICH,Lower Paxton Twp--26th Precinct,150,4,0,0,154,150,4,0,0,154
DEM COM MAN LP 26,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 27,Write In  ,Lower Paxton Twp--27th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 3,Write In  ,Lower Paxton Twp--3rd precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN LP 4,Write In  ,Lower Paxton Twp--4th Precinct,7,0,0,0,7,7,0,0,0,7
DEM COM MAN LP 5,Jay  PURDY,Lower Paxton Twp--5th Precinct,120,0,0,0,120,120,0,0,0,120
DEM COM MAN LP 5,Write In  ,Lower Paxton Twp--5th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM MAN LP 6,Write In  ,Lower Paxton Twp--6th Precinct,3,0,0,0,3,3,0,0,0,3
DEM COM MAN LP 7,Edwin H. SCHAFFER,Lower Paxton Twp--7th Precinct,113,2,0,0,115,113,2,0,0,115
DEM COM MAN LP 7,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 8,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LP 9,Write In  ,Lower Paxton Twp--9th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LYKENS BORO 1,Write In  ,Lykens Borough--1st Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN LYKENS BORO 2,Write In  ,Lykens Borough--2nd Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN LYKENS TWP,Write In  ,Lykens Township,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MIDDLE PAX 1,Charles  OTTAVIANO,Middle Paxton Twp--1st Precinct,102,0,0,0,102,102,0,0,0,102
DEM COM MAN MIDDLE PAX 1,Write In  ,Middle Paxton Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MIDDLE PAX 2,David K. KELLEY,Middle Paxton Twp--2nd Precinct,117,3,0,0,120,117,3,0,0,120
DEM COM MAN MIDDLE PAX 2,Write In  ,Middle Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MIDDLE PAX 3,William N. KRENZ,Middle Paxton Twp--3rd Precinct,130,2,0,0,132,130,2,0,0,132
DEM COM MAN MIDDLE PAX 3,Write In  ,Middle Paxton Twp--3rd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MIDDLETOWN 1-1,Rodney L. HORTON,"Middletown--1st Ward, 1st Precinct",51,1,0,0,52,51,1,0,0,52
DEM COM MAN MIDDLETOWN 1-1,Write In  ,"Middletown--1st Ward, 1st Precinct",1,0,0,0,1,1,0,0,0,1
DEM COM MAN MIDDLETOWN 1-2,Write In  ,"Middletown--1st Ward, 2nd Precinct",1,0,0,0,1,1,0,0,0,1
DEM COM MAN MIDDLETOWN 2-1,Write In  ,"Middletown--2nd Ward, 1st Precinct",1,0,0,0,1,1,0,0,0,1
DEM COM MAN MIDDLETOWN 2-2,Write In  ,"Middletown--2nd Ward, 2nd Precinct",0,0,0,0,0,0,0,0,0,0
DEM COM MAN MIDDLETOWN 3-1,Write In  ,"Middletown--3rd Ward, 1st Precinct",1,0,0,0,1,1,0,0,0,1
DEM COM MAN MIDDLETOWN 3-2,Write In  ,"Middletown--3rd Ward, 2nd Precinct",2,0,0,0,2,2,0,0,0,2
DEM COM MAN MIFFLIN TWP,Write In  ,Mifflin Township,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MILLERSBURG 1,Christopher C. DIETZ,Millersburg--1st Ward,38,0,0,0,38,38,0,0,0,38
DEM COM MAN MILLERSBURG 1,Write In  ,Millersburg--1st Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN MILLERSBURG 2,Write In  ,Millersburg--2nd Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN PAXTANG,Write In  ,Paxtang Borough,29,0,0,0,29,29,0,0,0,29
DEM COM MAN PENBROOK 1,"Robert A. NEASE, JR.",Penbrook Borough--1st Ward,38,0,0,0,38,38,0,0,0,38
DEM COM MAN PENBROOK 1,Write In  ,Penbrook Borough--1st Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN PENBROOK 2,Write In  ,Penbrook Borough--2nd Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN PENBROOK 3,Write In  ,Penbrook Borough--3rd Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN PENBROOK 4,Write In  ,Penbrook Borough--4th Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN PILLOW BORO,Write In  ,Pillow Borough,0,0,0,0,0,0,0,0,0,0
DEM COM MAN REED TWP,Write In  ,Reed Township,0,0,0,0,0,0,0,0,0,0
DEM COM MAN ROYALTON 1,Write In  ,Royalton Borough--1st Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN ROYALTON 2,Write In  ,Royalton Borough--2nd Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN RUSH TWP,Write In  ,Rush Township,0,0,0,0,0,0,0,0,0,0
DEM COM MAN S HANOVER 1,Write In  ,South Hanover Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN S HANOVER 2,Write In  ,South Hanover Twp--2nd Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM MAN S HANOVER 3,Joshua Michael APPLEMAN,South Hanover Twp--3rd Precinct,67,0,0,0,67,67,0,0,0,67
DEM COM MAN S HANOVER 3,Write In  ,South Hanover Twp--3rd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN STEELTON 1,Write In  ,Steelton--1st Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN STEELTON 2-1,Write In  ,"Steelton--2nd Ward, 1st Precinct",4,0,0,0,4,4,0,0,0,4
DEM COM MAN STEELTON 2-2,"George  HARTWICK, JR.","Steelton--2nd Ward, 2nd Precinct",57,0,0,0,57,57,0,0,0,57
DEM COM MAN STEELTON 2-2,Write In  ,"Steelton--2nd Ward, 2nd Precinct",1,0,0,0,1,1,0,0,0,1
DEM COM MAN STEELTON 3-1,Write In  ,"Steelton--3rd Ward, 1st Precinct",0,0,0,0,0,0,0,0,0,0
DEM COM MAN STEELTON 3-2,Write In  ,"Steelton--3rd Ward, 2nd Precinct",2,0,0,0,2,2,0,0,0,2
DEM COM MAN STEELTON 4,Write In  ,Steelton--4th Ward,5,0,0,0,5,5,0,0,0,5
DEM COM MAN SUSQ 1,Robert S. MIRIN,Susquehanna Twp--1st Ward,225,7,0,0,232,225,7,0,0,232
DEM COM MAN SUSQ 1,Write In  ,Susquehanna Twp--1st Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN SUSQ 2,Steve  DORKO,Susquehanna Twp--2nd Ward,415,10,0,0,425,415,10,0,0,425
DEM COM MAN SUSQ 2,Write In  ,Susquehanna Twp--2nd Ward,2,0,0,0,2,2,0,0,0,2
DEM COM MAN SUSQ 3,Bob  SHAVOR,Susquehanna Twp--3rd Ward,191,4,0,0,195,191,4,0,0,195
DEM COM MAN SUSQ 3,Write In  ,Susquehanna Twp--3rd Ward,2,3,0,0,5,2,3,0,0,5
DEM COM MAN SUSQ 4,Frank  LYNCH,Susquehanna Twp--4th Ward,151,2,0,0,153,151,2,0,0,153
DEM COM MAN SUSQ 4,"Jesse  RAWLS, SR.",Susquehanna Twp--4th Ward,129,1,0,0,130,129,1,0,0,130
DEM COM MAN SUSQ 4,Write In  ,Susquehanna Twp--4th Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN SUSQ 5,Write In  ,Susquehanna Twp--5th Ward,3,0,0,0,3,3,0,0,0,3
DEM COM MAN SUSQ 6,James A. SULLIVAN,Susquehanna Twp--6th Ward,179,2,0,0,181,179,2,0,0,181
DEM COM MAN SUSQ 6,Write In  ,Susquehanna Twp--6th Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN SUSQ 7,Write In  ,Susquehanna Twp--7th Ward,5,0,0,0,5,5,0,0,0,5
DEM COM MAN SUSQ 8,Steven J. SCHIFFMAN,Susquehanna Twp--8th Ward,325,4,0,0,329,325,4,0,0,329
DEM COM MAN SUSQ 8,Write In  ,Susquehanna Twp--8th Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN SUSQ 9,Steven C. NAPPER,Susquehanna Twp--9th Ward,283,3,0,0,286,283,3,0,0,286
DEM COM MAN SUSQ 9,Write In  ,Susquehanna Twp--9th Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN SWATARA 1,Joseph M. CIBORT,Swatara Township--1st Ward,158,1,0,0,159,158,1,0,0,159
DEM COM MAN SWATARA 1,Write In  ,Swatara Township--1st Ward,3,0,0,0,3,3,0,0,0,3
DEM COM MAN SWATARA 2,Write In  ,Swatara Township--2nd Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN SWATARA 3,Write In  ,Swatara Township--3rd Ward,1,0,0,0,1,1,0,0,0,1
DEM COM MAN SWATARA 4,Anthony  OTTAVIANO,Swatara Township--4th Ward,127,1,0,0,128,127,1,0,0,128
DEM COM MAN SWATARA 4,Write In  ,Swatara Township--4th Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN SWATARA 5,Write In  ,Swatara Township--5th Ward,4,0,0,0,4,4,0,0,0,4
DEM COM MAN SWATARA 6,Write In  ,Swatara Township--6th Ward,2,0,0,0,2,2,0,0,0,2
DEM COM MAN SWATARA 7,Write In  ,Swatara Township--7th Ward,3,0,0,0,3,3,0,0,0,3
DEM COM MAN SWATARA 8,Write In  ,Swatara Township--8th Ward,4,0,0,0,4,4,0,0,0,4
DEM COM MAN SWATARA 9,Damian J. DESTEFANO,Swatara Township--9th Ward,91,0,0,0,91,91,0,0,0,91
DEM COM MAN SWATARA 9,Write In  ,Swatara Township--9th Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN UPPER PAX 1,Write In  ,Upper Paxton Twp--1st Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN UPPER PAX 2,Write In  ,Upper Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN W HANOVER 1,Write In  ,West Hanover Twp--1st Precinct,3,0,0,0,3,3,0,0,0,3
DEM COM MAN W HANOVER 2,Write In  ,West Hanover Twp--2nd Precinct,12,0,0,0,12,12,0,0,0,12
DEM COM MAN W HANOVER 3,Kurt B. BOEGLI,West Hanover Twp--3rd Precinct,239,1,0,0,240,239,1,0,0,240
DEM COM MAN W HANOVER 3,Write In  ,West Hanover Twp--3rd Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM MAN W HANOVER 4,Henry W. VAN ECK,West Hanover Twp--4th Precinct,146,2,0,0,148,146,2,0,0,148
DEM COM MAN W HANOVER 4,Write In  ,West Hanover Twp--4th Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WASHINGTON,Write In  ,Washington Township,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WAYNE,Write In  ,Wayne Township,1,0,0,0,1,1,0,0,0,1
DEM COM MAN WICONISCO 1,Write In  ,Wiconisco Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WICONISCO 2,Write In  ,Wiconisco Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WILLIAMS TWP,Write In  ,Williams Twp,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WILLIAMSTOWN 1,Write In  ,Williamstown--1st Ward,0,0,0,0,0,0,0,0,0,0
DEM COM MAN WILLIAMSTOWN 2,Write In  ,Williamstown--2nd Ward,0,0,0,0,0,0,0,0,0,0
DEM COM WOMAN BERRYSBURG,Write In  ,Berrysburg Borough,0,0,0,0,0,0,0,0,0,0
DEM COM WOMAN CONEWAGO 1,Write In  ,Conewago Twp--1st Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM WOMAN CONEWAGO 2,Write In  ,Conewago Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM WOMAN DAUPHIN BORO,Write In  ,Dauphin Borough,3,0,0,0,3,3,0,0,0,3
DEM COM WOMAN DERRY 1,Marilyn  FERGUSON,Derry Township--1st Precinct,125,1,0,0,126,125,1,0,0,126
DEM COM WOMAN DERRY 1,Write In  ,Derry Township--1st Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM WOMAN DERRY 10,Write In  ,Derry Township--10th Precinct,7,0,0,0,7,7,0,0,0,7
DEM COM WOMAN DERRY 11,Estelle R. SAXTON,Derry Township--11th Precinct,101,2,0,0,103,101,2,0,0,103
DEM COM WOMAN DERRY 11,Write In  ,Derry Township--11th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM WOMAN DERRY 12,Write In  ,Derry Township--12th Precinct,18,0,0,0,18,18,0,0,0,18
DEM COM WOMAN DERRY 13,Write In  ,Derry Township--13th Precinct,7,0,0,0,7,7,0,0,0,7
DEM COM WOMAN DERRY 14,Write In  ,Derry Township--14th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM WOMAN DERRY 15,Write In  ,Derry Township--15th Precinct,14,0,0,0,14,14,0,0,0,14
DEM COM WOMAN DERRY 2,Write In  ,Derry Township--2nd Precinct,7,0,0,0,7,7,0,0,0,7
DEM COM WOMAN DERRY 3,Write In  ,Derry Township--3rd Precinct,4,0,0,0,4,4,0,0,0,4
DEM COM WOMAN DERRY 4,Write In  ,Derry Township--4th Precinct,1,0,0,0,1,1,0,0,0,1
DEM COM WOMAN DERRY 5,Write In  ,Derry Township--5th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM WOMAN DERRY 6,Write In  ,Derry Township--6th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM WOMAN DERRY 7,Write In  ,Derry Township--7th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM WOMAN DERRY 8,Write In  ,Derry Township--8th Precinct,3,0,0,0,3,3,0,0,0,3
DEM COM WOMAN DERRY 9,Write In  ,Derry Township--9th Precinct,2,0,0,0,2,2,0,0,0,2
DEM COM WOMAN E HANOVER 1,Dawn  BOWMAN,East Hanover Township--1st Precinct,102,0,0,0,102,102,0,0,0,102
DEM COM WOMAN E HANOVER 1,Write In  ,East Hanover Township--1st Precinct,0,0,0,0,0,0,0,0,0,0
DEM COM WOMAN E HANOVER 2,Write In  ,East Hanover Township--2nd Precinct,2,0,0,0,2,2,0,0,0,2
