Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--15th Precinct,276,4,0,0,280,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--16th Precinct,367,12,0,0,379,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--17th Precinct,203,1,0,0,204,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--18th Precinct,189,1,0,0,190,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--19th Precinct,330,15,1,0,346,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--20th Precinct,231,2,0,0,233,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--21st Precinct,327,7,0,0,334,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--22nd Precinct,298,6,0,0,304,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--23rd Precinct,232,3,0,0,235,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--24th Precinct,239,2,0,0,241,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--25th Precinct,169,3,0,0,172,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--26th Precinct,306,6,0,0,312,6297,137,1,0,6435
AUDITOR LOW PAXTON,Jason  SKRINAK,Lower Paxton Twp--27th Precinct,207,6,0,0,213,6297,137,1,0,6435
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--1st Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--2nd Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--3rd precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--4th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--5th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--6th Precinct,1,0,0,0,1,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--9th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--10th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--11th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--12th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--13th Precinct,2,0,0,0,2,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--14th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--15th Precinct,1,0,0,0,1,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--16th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--17th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--18th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--19th Precinct,1,0,0,0,1,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--20th Precinct,1,0,0,0,1,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--21st Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--23rd Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--24th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR LOW PAXTON,Write In  ,Lower Paxton Twp--27th Precinct,0,0,0,0,0,6,0,0,0,6
AUDITOR MID PAX,Sherry A. MUTZABAUGH,Middle Paxton Twp--1st Precinct,290,2,0,0,292,841,14,0,0,855
AUDITOR MID PAX,Sherry A. MUTZABAUGH,Middle Paxton Twp--2nd Precinct,223,4,0,0,227,841,14,0,0,855
AUDITOR MID PAX,Sherry A. MUTZABAUGH,Middle Paxton Twp--3rd Precinct,328,8,0,0,336,841,14,0,0,855
AUDITOR MID PAX,Write In  ,Middle Paxton Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR MID PAX,Write In  ,Middle Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR MID PAX,Write In  ,Middle Paxton Twp--3rd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR MIFFLIN,Write In  ,Mifflin Township,14,0,0,0,14,14,0,0,0,14
AUDITOR PENBROOK,Write In  ,Penbrook Borough--1st Ward,2,0,0,0,2,5,0,0,0,5
AUDITOR PENBROOK,Write In  ,Penbrook Borough--2nd Ward,1,0,0,0,1,5,0,0,0,5
AUDITOR PENBROOK,Write In  ,Penbrook Borough--3rd Ward,1,0,0,0,1,5,0,0,0,5
AUDITOR PENBROOK,Write In  ,Penbrook Borough--4th Ward,1,0,0,0,1,5,0,0,0,5
AUDITOR PILLOW,Jean  DEPPEN,Pillow Borough,30,0,2,0,32,30,0,2,0,32
AUDITOR PILLOW,Write In  ,Pillow Borough,1,0,0,0,1,1,0,0,0,1
AUDITOR UPP PAX,Christine  WALTER,Upper Paxton Twp--1st Precinct,244,2,0,0,246,430,10,0,0,440
AUDITOR UPP PAX,Christine  WALTER,Upper Paxton Twp--2nd Precinct,186,8,0,0,194,430,10,0,0,440
AUDITOR UPP PAX,Write In  ,Upper Paxton Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR UPP PAX,Write In  ,Upper Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR WAYNE,Thresa A. MATEER,Wayne Township,195,1,0,0,196,195,1,0,0,196
AUDITOR WAYNE,Write In  ,Wayne Township,0,0,0,0,0,0,0,0,0,0
AUDITOR WILLIAMS,Richard A. BOPP,Williams Twp,94,3,0,0,97,94,3,0,0,97
AUDITOR WILLIAMS,Write In  ,Williams Twp,0,0,0,0,0,0,0,0,0,0
CITY COUNCIL,Allen  BAIR,"City--1st Ward, 1st Precinct",41,0,0,0,41,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--1st Ward, 2nd Precinct",67,1,0,0,68,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--1st Ward, 3rd Precinct",13,0,0,0,13,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--2nd Ward, 1st Precinct",31,1,0,0,32,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--2nd Ward, 2nd Precinct",25,0,0,0,25,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--3rd Ward,33,0,0,0,33,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--4th Ward,56,5,0,0,61,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--5th Ward,100,9,0,0,109,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--6th Ward,48,0,0,0,48,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--7th Ward, 1st Precinct",20,0,0,0,20,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--7th Ward, 2nd Precinct",25,0,0,0,25,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--8th Ward,22,0,0,0,22,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--9th Ward, 1st Precinct",11,2,0,0,13,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--9th Ward, 2nd Precinct",16,0,0,0,16,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--9th Ward, 3rd Precinct",23,0,0,0,23,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--9th Ward, 4th Precinct",83,3,0,0,86,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--9th Ward, 5th Precinct",52,1,0,0,53,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--10th Ward, 1st Precinct",86,1,0,0,87,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--10th Ward, 2nd Precinct",16,0,0,0,16,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--10th Ward, 3rd Precinct",29,1,0,0,30,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--10th Ward, 4th Precinct",25,0,0,0,25,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--11th Ward,55,35,0,0,90,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--12th Ward,76,0,0,0,76,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--13th Ward, 1st Precinct",60,0,0,0,60,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--13th Ward, 2nd Precinct",85,1,0,0,86,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,"City--13th Ward, 3rd Precinct",93,0,0,0,93,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--14th Ward,128,2,0,0,130,1336,62,0,0,1398
CITY COUNCIL,Allen  BAIR,City--15th Ward,17,0,0,0,17,1336,62,0,0,1398
CITY COUNCIL,Brad J. KOPLINSKI,"City--1st Ward, 1st Precinct",56,4,0,0,60,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--1st Ward, 2nd Precinct",122,1,0,0,123,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--1st Ward, 3rd Precinct",45,0,0,0,45,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--2nd Ward, 1st Precinct",17,1,0,0,18,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--2nd Ward, 2nd Precinct",38,1,0,0,39,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--3rd Ward,80,0,0,0,80,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--4th Ward,111,6,0,0,117,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--5th Ward,247,4,0,0,251,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--6th Ward,132,0,0,0,132,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--7th Ward, 1st Precinct",45,3,0,0,48,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--7th Ward, 2nd Precinct",112,1,0,0,113,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--8th Ward,94,0,0,0,94,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--9th Ward, 1st Precinct",33,0,0,0,33,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--9th Ward, 2nd Precinct",63,0,0,0,63,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--9th Ward, 3rd Precinct",122,0,0,0,122,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--9th Ward, 4th Precinct",166,4,0,0,170,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--9th Ward, 5th Precinct",77,3,0,0,80,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--10th Ward, 1st Precinct",156,0,0,0,156,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--10th Ward, 2nd Precinct",75,0,0,0,75,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--10th Ward, 3rd Precinct",82,3,0,0,85,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--10th Ward, 4th Precinct",124,0,0,0,124,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--11th Ward,95,15,0,0,110,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--12th Ward,236,1,0,0,237,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--13th Ward, 1st Precinct",77,3,0,0,80,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--13th Ward, 2nd Precinct",93,0,0,0,93,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,"City--13th Ward, 3rd Precinct",126,1,0,0,127,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--14th Ward,254,3,0,0,257,2939,54,0,0,2993
CITY COUNCIL,Brad J. KOPLINSKI,City--15th Ward,61,0,0,0,61,2939,54,0,0,2993
CITY COUNCIL,Michael  BRETZ,"City--1st Ward, 1st Precinct",44,0,0,0,44,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--1st Ward, 2nd Precinct",75,1,0,0,76,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--1st Ward, 3rd Precinct",13,0,0,0,13,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--2nd Ward, 1st Precinct",29,1,0,0,30,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--2nd Ward, 2nd Precinct",23,1,0,0,24,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--3rd Ward,39,0,0,0,39,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--4th Ward,65,3,0,0,68,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--5th Ward,123,10,0,0,133,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--6th Ward,62,0,0,0,62,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--7th Ward, 1st Precinct",21,0,0,0,21,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--7th Ward, 2nd Precinct",26,0,0,0,26,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--8th Ward,22,0,0,0,22,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--9th Ward, 1st Precinct",13,2,0,0,15,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--9th Ward, 2nd Precinct",11,0,0,0,11,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--9th Ward, 3rd Precinct",19,0,0,0,19,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--9th Ward, 4th Precinct",83,3,0,0,86,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--9th Ward, 5th Precinct",54,1,0,0,55,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--10th Ward, 1st Precinct",93,1,0,0,94,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--10th Ward, 2nd Precinct",16,0,0,0,16,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--10th Ward, 3rd Precinct",38,1,0,0,39,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,"City--10th Ward, 4th Precinct",21,0,0,0,21,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--11th Ward,56,34,0,0,90,1422,62,0,0,1484
CITY COUNCIL,Michael  BRETZ,City--12th Ward,96,0,0,0,96,1422,62,0,0,1484
