Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
AUDITOR 4YR DERRY,Write In  ,Derry Township--15th Precinct,3,0,0,0,3,17,0,0,0,17
AUDITOR 4YR GRATZ,Write In  ,Gratz Borough,9,0,0,0,9,9,0,0,0,9
AUDITOR 4YR HALIFAX BORO,Kent V. POFFENBERGER,Halifax Borough,65,4,0,0,69,65,4,0,0,69
AUDITOR 4YR HALIFAX BORO,Write In  ,Halifax Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR 4YR HALIFAX TWP,Write In  ,Halifax Twp--1st Precinct,6,0,0,0,6,11,0,0,0,11
AUDITOR 4YR HALIFAX TWP,Write In  ,Halifax Twp--2nd Precinct,5,0,0,0,5,11,0,0,0,11
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--1st Precinct,215,2,0,0,217,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--2nd Precinct,238,3,0,0,241,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--3rd precinct,423,6,0,0,429,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--4th Precinct,316,7,0,0,323,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--5th Precinct,256,9,0,0,265,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--6th Precinct,224,15,0,0,239,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--7th Precinct,375,7,0,0,382,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--8th Precinct,150,1,0,0,151,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--9th Precinct,236,2,0,0,238,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--10th Precinct,155,3,0,0,158,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--11th Precinct,213,3,0,0,216,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--12th Precinct,371,2,0,0,373,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--13th Precinct,318,3,0,0,321,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--14th Precinct,195,0,1,0,196,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--15th Precinct,322,3,0,0,325,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--16th Precinct,442,13,0,0,455,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--17th Precinct,247,1,0,0,248,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--18th Precinct,202,3,0,0,205,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--19th Precinct,395,9,0,0,404,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--20th Precinct,287,4,0,0,291,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--21st Precinct,401,9,0,0,410,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--22nd Precinct,291,3,0,0,294,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--23rd Precinct,253,6,0,0,259,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--24th Precinct,297,7,0,0,304,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--25th Precinct,192,5,0,0,197,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--26th Precinct,309,4,0,0,313,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Joel  JUKUS,Lower Paxton Twp--27th Precinct,270,3,0,0,273,7593,133,1,0,7727
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--1st Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--2nd Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--3rd precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--4th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--5th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--6th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--9th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--10th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--11th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--12th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--13th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--14th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--15th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--16th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--17th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--18th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--19th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--20th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--21st Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--23rd Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--24th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR LOW PAXTON,Write In  ,Lower Paxton Twp--27th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 4YR PAXTANG,Write In  ,Paxtang Borough,2,0,0,0,2,2,0,0,0,2
AUDITOR 4YR REED,Write In  ,Reed Township,3,0,0,0,3,3,0,0,0,3
AUDITOR 4YR ROYALTON,Write In  ,Royalton Borough--1st Ward,1,0,0,0,1,3,0,0,0,3
AUDITOR 4YR ROYALTON,Write In  ,Royalton Borough--2nd Ward,2,0,0,0,2,3,0,0,0,3
AUDITOR 4YR RUSH,Write In  ,Rush Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 4YR UPP PAX,Florence  UNDERKOFFLER,Upper Paxton Twp--1st Precinct,260,4,0,0,264,430,10,0,0,440
AUDITOR 4YR UPP PAX,Florence  UNDERKOFFLER,Upper Paxton Twp--2nd Precinct,170,6,0,0,176,430,10,0,0,440
AUDITOR 4YR UPP PAX,Write In  ,Upper Paxton Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 4YR UPP PAX,Write In  ,Upper Paxton Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 4YR WEST HAN,Write In  ,West Hanover Twp--1st Precinct,1,0,0,0,1,7,0,0,0,7
AUDITOR 4YR WEST HAN,Write In  ,West Hanover Twp--2nd Precinct,2,0,0,0,2,7,0,0,0,7
AUDITOR 4YR WEST HAN,Write In  ,West Hanover Twp--3rd Precinct,2,0,0,0,2,7,0,0,0,7
AUDITOR 4YR WEST HAN,Write In  ,West Hanover Twp--4th Precinct,2,0,0,0,2,7,0,0,0,7
AUDITOR 6YR BERRYSBURG,Write In  ,Berrysburg Borough,4,0,0,0,4,4,0,0,0,4
AUDITOR 6YR CONEWAGO,Gary C. PAINTER,Conewago Twp--1st Precinct,289,6,1,0,296,519,12,1,0,532
AUDITOR 6YR CONEWAGO,Gary C. PAINTER,Conewago Twp--2nd Precinct,230,6,0,0,236,519,12,1,0,532
AUDITOR 6YR CONEWAGO,Write In  ,Conewago Twp--1st Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR CONEWAGO,Write In  ,Conewago Twp--2nd Precinct,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR DAUPHIN,Write In  ,Dauphin Borough,4,0,0,0,4,4,0,0,0,4
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--1st Precinct,283,3,0,0,286,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--2nd Precinct,187,13,0,0,200,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--3rd Precinct,132,5,0,0,137,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--4th Precinct,131,0,0,0,131,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--5th Precinct,90,2,0,0,92,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--6th Precinct,128,5,0,0,133,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--7th Precinct,251,7,0,0,258,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--8th Precinct,118,5,0,0,123,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--9th Precinct,81,6,0,0,87,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--10th Precinct,177,3,0,0,180,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--11th Precinct,220,11,0,0,231,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--12th Precinct,154,3,0,0,157,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--13th Precinct,216,1,0,0,217,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--14th Precinct,130,2,0,0,132,2573,74,0,0,2647
AUDITOR 6YR DERRY,Paul D. CLARK,Derry Township--15th Precinct,275,8,0,0,283,2573,74,0,0,2647
AUDITOR 6YR DERRY,Write In  ,Derry Township--1st Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--2nd Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--3rd Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--4th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--5th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--6th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--7th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--8th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--9th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--10th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--11th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--12th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--13th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--14th Precinct,0,0,0,0,0,4,0,0,0,4
AUDITOR 6YR DERRY,Write In  ,Derry Township--15th Precinct,1,0,0,0,1,4,0,0,0,4
AUDITOR 6YR GRATZ,Write In  ,Gratz Borough,16,0,0,0,16,16,0,0,0,16
AUDITOR 6YR HALIFAX BORO,Beverly E. POFFENBERGER,Halifax Borough,66,4,0,0,70,66,4,0,0,70
AUDITOR 6YR HALIFAX BORO,Write In  ,Halifax Borough,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR HALIFAX TWP,Robert A. ARTMAN,Halifax Twp--1st Precinct,179,4,0,0,183,389,9,0,0,398
AUDITOR 6YR HALIFAX TWP,Robert A. ARTMAN,Halifax Twp--2nd Precinct,210,5,0,0,215,389,9,0,0,398
AUDITOR 6YR HALIFAX TWP,Write In  ,Halifax Twp--1st Precinct,2,0,0,0,2,3,0,0,0,3
AUDITOR 6YR HALIFAX TWP,Write In  ,Halifax Twp--2nd Precinct,1,0,0,0,1,3,0,0,0,3
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--1st Precinct,215,2,0,0,217,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--2nd Precinct,227,3,0,0,230,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--3rd precinct,416,6,0,0,422,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--4th Precinct,314,7,0,0,321,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--5th Precinct,267,9,0,0,276,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--6th Precinct,222,16,0,0,238,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--7th Precinct,368,7,0,0,375,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--8th Precinct,157,1,0,0,158,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--9th Precinct,228,2,0,0,230,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--10th Precinct,151,3,0,0,154,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--11th Precinct,206,3,0,0,209,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--12th Precinct,359,2,0,0,361,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--13th Precinct,318,2,0,0,320,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--14th Precinct,195,0,1,0,196,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--15th Precinct,324,3,0,0,327,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--16th Precinct,428,11,0,0,439,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--17th Precinct,244,1,0,0,245,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--18th Precinct,203,3,0,0,206,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--19th Precinct,380,12,0,0,392,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--20th Precinct,278,4,0,0,282,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--21st Precinct,394,10,0,0,404,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--22nd Precinct,288,3,0,0,291,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--23rd Precinct,254,6,0,0,260,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--24th Precinct,298,8,0,0,306,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--25th Precinct,184,5,0,0,189,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--26th Precinct,307,4,0,0,311,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Allen  McCORMACK,Lower Paxton Twp--27th Precinct,277,3,0,0,280,7502,136,1,0,7639
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--1st Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--2nd Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--3rd precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--4th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--5th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--6th Precinct,1,0,0,0,1,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--7th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--8th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--9th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--10th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--11th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--12th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--13th Precinct,1,0,0,0,1,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--14th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--15th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--16th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--17th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--18th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--19th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--20th Precinct,2,0,0,0,2,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--21st Precinct,1,0,0,0,1,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--22nd Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--23rd Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--24th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--25th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--26th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LOW PAXTON,Write In  ,Lower Paxton Twp--27th Precinct,0,0,0,0,0,5,0,0,0,5
AUDITOR 6YR LYKENS TWP,Carla R. HOFFMAN,Lykens Township,76,0,0,0,76,76,0,0,0,76
AUDITOR 6YR LYKENS TWP,Write In  ,Lykens Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR PAXTANG,Write In  ,Paxtang Borough,1,0,0,0,1,1,0,0,0,1
AUDITOR 6YR PENBROOK,Write In  ,Penbrook Borough--1st Ward,1,0,0,0,1,2,0,0,0,2
AUDITOR 6YR PENBROOK,Write In  ,Penbrook Borough--2nd Ward,1,0,0,0,1,2,0,0,0,2
AUDITOR 6YR PENBROOK,Write In  ,Penbrook Borough--3rd Ward,0,0,0,0,0,2,0,0,0,2
AUDITOR 6YR PENBROOK,Write In  ,Penbrook Borough--4th Ward,0,0,0,0,0,2,0,0,0,2
AUDITOR 6YR REED,Write In  ,Reed Township,4,0,0,0,4,4,0,0,0,4
AUDITOR 6YR ROYALTON,Write In  ,Royalton Borough--1st Ward,1,0,0,0,1,3,0,0,0,3
AUDITOR 6YR ROYALTON,Write In  ,Royalton Borough--2nd Ward,2,0,0,0,2,3,0,0,0,3
AUDITOR 6YR RUSH,Douglas A. HARRISON,Rush Township,32,0,0,0,32,32,0,0,0,32
AUDITOR 6YR RUSH,Write In  ,Rush Township,0,0,0,0,0,0,0,0,0,0
AUDITOR 6YR UPP PAX,Thomas  VOTTERO,Upper Paxton Twp--1st Precinct,168,4,0,0,172,264,7,0,0,271
AUDITOR 6YR UPP PAX,Thomas  VOTTERO,Upper Paxton Twp--2nd Precinct,96,3,0,0,99,264,7,0,0,271
AUDITOR 6YR UPP PAX,Write In  ,Upper Paxton Twp--1st Precinct,0,0,0,0,0,1,0,0,0,1
AUDITOR 6YR UPP PAX,Write In  ,Upper Paxton Twp--2nd Precinct,1,0,0,0,1,1,0,0,0,1
